node,in_degree,out_degree,betweenness,closeness,pagerank,eigenvector,hub_score,authority_score,in_degree_raw,out_degree_raw,comment_count,community,role,role_score
UCDu3UHUOOxrHdB88u7WCyQQ,0.45454545454545453,0.0,0.0,0.04131154820409823,0.0002514644910454351,0.0,0.0,0.003400299838712256,5,0,0,535,Authority,0.34545145227820434
UCi8UK0FUyWhTRs6AXmYyJKw,0.45454545454545453,0.0,0.0,0.04133237580591526,0.0002514644910454351,0.0,0.0,0.00338939753109087,5,0,0,273,Authority,0.34507253839548013
UCf1DzKACib7sDqOnYuwzoCQ,0.45454545454545453,0.0,0.0,0.04131154820409823,0.0002782620969705319,0.0,0.0,0.0033893618891949993,5,0,0,300,Authority,0.34507129964771943
UCUd36yfD8WF6W0pH61ub8QQ,0.45454545454545453,0.0,0.0,0.04131154820409823,0.0002782620969705319,0.0,0.0,0.003389361889194999,5,0,0,300,Authority,0.34507129964771943
UCYDkhzQVZhKHonMkHiL0yKw,0.45454545454545453,0.0,0.0,0.04131050737498825,0.0002784190089448086,0.0,0.0,0.0033893618891949993,5,0,0,300,Authority,0.34507129964771943
UCtELGxrm2SxnW040GUekhNw,0.45454545454545453,0.0,0.0,0.04131154820409823,0.0002782620969705319,0.0,0.0,0.003389361889194998,5,0,0,300,Authority,0.34507129964771943
UCWyomfvPw9ipTiBSxVHDjgQ,0.18181818181818182,0.0,0.0,0.04130322303946442,6.406231447465686e-05,0.0,0.0,0.006692061006319121,2,0,0,300,Authority,0.32349423777813086
UCejv2yMUyARGVcEtP3FWwWg,0.6363636363636364,0.033783783783783786,0.0,0.04337712561430314,0.00013843573007818377,0.0,4.8012673596905454e-05,7.54361149331072e-05,7,10,10,266,Authority,0.3208036292881993
UCYXyOoLBZQU_rhUr52o1FYg,0.6363636363636364,0.0,0.0,0.03816702393437287,0.0003884463080455518,0.0,0.0,2.209174572488906e-05,7,0,0,300,Authority,0.31894962527729526
UCrttvd6SNQRqwVQAdK2_s7w,0.6363636363636364,0.0,0.0,0.03747269741796916,0.0002825472997198154,0.0,0.0,2.4412886214183805e-07,7,0,0,272,Authority,0.3181903029740523
UCtpL5NRcp0FllCQvrkkymDA,0.6363636363636364,0.0033783783783783786,0.0,0.0291219890275946,0.00021733979196874657,0.0,5.462946141474606e-20,4.1847296899931567e-13,7,1,1,762,Authority,0.3181818181963625
UCBRVFEMZHBlgIn6GYNt8Oxw,0.6363636363636364,0.0,0.0,0.029125610136078204,0.00037187265280347136,0.0,0.0,7.729303289661911e-15,7,0,0,272,Authority,0.3181818181820869
UC9-VDdnNk8K_hfrqw-nwAlw,0.6363636363636364,0.0,0.0,0.022331022788160144,0.0006555398598456959,0.0,0.0,-5.249944401124767e-20,7,0,0,190,Authority,0.3181818181818183
UCU1dh-GSaKO10Pt6GHXmhXw,0.6363636363636364,0.0,0.0,0.0009177118384827164,0.0003093449056449122,0.0,0.0,-2.1215839621098494e-20,7,0,1,728,Authority,0.3181818181818183
UCelNOfd90gj5FNJAuWsZjzA,0.09090909090909091,0.0033783783783783786,5.098919029165817e-07,0.028295776282131237,0.00011729539651505184,0.0,7.978891987288562e-11,-6.785759776041677e-22,1,1,1,194,Bridge,0.31775428764676367
UCnXeQIPoqhrMK-CKcQttliA,0.2727272727272727,0.0033783783783783786,5.098919029165817e-07,0.03667312342251529,9.292183408859974e-05,0.0,2.354133730124989e-08,3.7937374603236616e-10,3,1,2,180,Bridge,0.3096801477496188
UCGQD9YS6LyebCmKQ2gs8n_g,0.36363636363636365,0.0,0.0,0.04131258908565745,0.0003605869965201838,0.0,0.0,0.003389326705531328,4,0,1,300,Authority,0.2996155313714492
UCG8C32-BFNqBgdRRMm92sSg,0.36363636363636365,0.0,0.0,0.04130946659832356,0.00022466688512033832,0.0,0.0,0.0033784241674935035,4,0,1,300,Authority,0.29923660948051334
UCChWud-CNBu9IImzsn7QIag,0.36363636363636365,0.0,0.0,0.04130946659832356,0.00022466688512033832,0.0,0.0,0.0033784241674935027,4,0,0,300,Authority,0.2992366094805133
UCFLvh1P5tBE8X38NAdSdbmw,0.36363636363636365,0.0,0.0,0.04130946659832356,0.00022466688512033832,0.0,0.0,0.003378424167493502,4,0,1,300,Authority,0.2992366094805132
UCMARIV_MiwfdTvgyIMWmikQ,0.36363636363636365,0.0,0.0,0.04130946659832356,0.00022466688512033832,0.0,0.0,0.003378424167493502,4,0,1,300,Authority,0.2992366094805132
UCc4pFVkPuW4y76LQ9gSh-3w,0.36363636363636365,0.0,0.0,0.04130946659832356,0.00022466688512033832,0.0,0.0,0.003378424167493502,4,0,1,300,Authority,0.2992366094805132
UCkt-vGL9OMVdOzOjZ_S4qfQ,0.5454545454545454,0.0,0.0,0.04249022644330402,0.00017406970403596652,0.0,0.0,4.6377235244446057e-07,6,0,0,764,Authority,0.2727433913132518
UCI_Y2rENMIbOzkZLiRYrYrQ,0.5454545454545454,0.0,0.0,0.03534044633633629,0.00025217667967137236,0.0,0.0,3.8649313498555494e-08,6,0,0,194,Authority,0.27272861599898657
UCPg2SaXye5mskEEBx-udOuA,0.5454545454545454,0.0,0.0,0.04030518788182834,0.00026353931904154776,0.0,0.0,1.6679347553967721e-09,6,0,0,270,Authority,0.2727273306969849
UC2-NMaweaHKZFA55bpea9UQ,0.5454545454545454,0.0,0.0,0.028965081759126956,0.000358473849840923,0.0,0.0,1.228766964661483e-12,6,0,0,180,Authority,0.2727272727699791
UCzymNwedpxiDsZ9xcjtl8qw,0.5454545454545454,0.0,0.0,0.022902773329710843,0.00026659583802671335,0.0,0.0,5.236528173973126e-18,6,0,4,762,Authority,0.272727272727273
UCSFvsMynjyTej0XzmJt0ktQ,0.5454545454545454,0.0,0.0,0.025331469352068016,0.00022964648070276174,0.0,0.0,-1.9148957652597012e-19,6,0,0,865,Authority,0.2727272727272728
UCIRAmtWvs27YDhX-Gj7duFQ,0.5454545454545454,0.0,0.0,0.000611807892321811,0.0003852714557660198,0.0,0.0,-9.22016135331936e-21,6,0,0,1255,Authority,0.2727272727272728
UCPsV3_WT07bzzvqE0UY1zSg,0.5454545454545454,0.0,0.0,0.0011420413990007139,0.00031253509682647134,0.0,0.0,-1.6178159146964939e-19,6,0,0,1083,Authority,0.2727272727272728
UCVVQA80MveHouU6XiamPEPw,0.5454545454545454,0.0033783783783783786,0.0,0.019990189925029062,0.000524609288923733,0.0,6.612227120360156e-20,4.950605399933185e-21,6,1,1,530,Authority,0.2727272727272728
UCdBhCE5hBFX32iipgKwFhSg,0.5454545454545454,0.0,0.0,0.027516536017665617,0.00022324875846369636,0.0,0.0,-1.0399623126485956e-18,6,0,0,212,Authority,0.27272727272727276
UCh0JjeQRRBK1SPBEyJwJnrg,0.2727272727272727,0.0033783783783783786,0.0,0.04132820860565253,9.663387903376474e-05,0.0,-1.9749330017061885e-19,0.0034349680825522316,3,1,1,300,Authority,0.25574726948002247
UCg8Gla6uHb3ZnGu1dZF7szw,0.2727272727272727,0.0,0.0,0.04501456000605789,7.124066166101434e-05,0.0,0.0,0.003429256636644485,3,0,0,765,Authority,0.25554876598699794
UCHtaJgAHS8D4yY3pHYEvTYw,0.2727272727272727,0.0,0.0,0.04132612532061343,0.00012343148495886153,0.0,0.0,0.003424064615043113,3,0,0,300,Authority,0.2553683152849553
UCGmPfHWcdJUOiqqUF_G--Kw,0.2727272727272727,0.006756756756756757,0.0,0.041673792050340795,0.00011747646141995114,0.0,3.3483224133172424e-15,0.003389432952836694,3,2,4,300,Authority,0.25416467858275055
UCtfIRQSS9lWXSQypT-7ghbQ,0.2727272727272727,0.0,0.0,0.04130530401603836,0.00011747646141995114,0.0,0.0,0.0033893618891949993,3,0,0,300,Authority,0.25416220873862855
UCRPm78AO-VFo1cnhL4C5uPw,0.2727272727272727,0.0,0.0,0.04130530401603836,0.00011747646141995114,0.0,0.0,0.003389361889194999,3,0,0,300,Authority,0.2541622087386285
UCRx0wQ9W4_4GNVMzECMWfYQ,0.2727272727272727,0.0,0.0,0.04130634458296155,0.00013549844401095903,0.0,0.0,0.003389326817981783,3,0,1,300,Authority,0.25416098982516244
UCLovDo3baIJ5chYDEBtZ6hw,0.2727272727272727,0.0,0.0,0.04130738520231417,0.00013534153203668232,0.0,0.0,0.003389326817981782,3,0,1,300,Authority,0.2541609898251624
UCD0EXzV13MRBY3oKjYWhl9g,0.2727272727272727,0.0033783783783783786,0.0,0.04135322441918433,0.00014427406734504792,0.0,-1.0793313689852159e-19,0.0033784945348232097,3,1,1,535,Authority,0.2537845096694996
UC2PFmnNLPua_MNeOqNvcKhg,0.2727272727272727,0.0,0.0,0.04130738520231417,0.00014427406734504792,0.0,0.0,0.003378459237616887,3,0,0,300,Authority,0.25378328290155644
UCFE_41T441Mo9CcwP4pLmqw,0.2727272727272727,0.0,0.0,0.04130946659832356,0.00013534153203668232,0.0,0.0,0.0033784591251675962,3,0,0,300,Authority,0.2537832789933382
UCw3TAD_bh0I5CwuioBHh7tA,0.2727272727272727,0.0,0.0,0.04131779428033108,0.00026038892830980903,0.0,0.0,0.0033783893222686925,3,0,0,300,Authority,0.2537808529668154
UCnUic-SdznBOrq7C8ZIF0wQ,0.2727272727272727,0.0,0.0,0.04133237580591526,0.00013534153203668232,0.0,0.0,0.0033676994086236753,3,0,0,206,Authority,0.253409320918199
UCHvsxXJBuOxmG590KGjBS_A,0.2727272727272727,0.0,0.0,0.04130738520231417,0.00017107167327014473,0.0,0.0,0.0033675568123888995,3,0,0,300,Authority,0.2534043649313697
UC9k1Oxi0mN1m0Ut5IjHMLNg,0.2727272727272727,0.0,0.0,0.04130738520231417,0.00017107167327014473,0.0,0.0,0.0033675568123888995,3,0,0,300,Authority,0.2534043649313697
UCrDr8YO-wU4uiI0dWndUNbA,0.2727272727272727,0.0,0.0,0.04130738520231417,0.00017107167327014473,0.0,0.0,0.003367556812388899,3,0,0,300,Authority,0.25340436493136964
UCg6S9kSNswNUvhhYWZqR0Iw,0.45454545454545453,0.0,0.0,0.04043938608545007,0.00012980094594676367,0.0,0.0,0.0002172158598639118,5,0,0,765,Authority,0.2348221477907153
UCkDoxw6uhP3sQzjQ3HhUOqA,0.45454545454545453,0.0,0.0,0.04034882860990375,0.0001368675378882974,0.0,0.0,0.00014958862650646024,5,0,0,765,Authority,0.23247173735842291
UCDadNj6PRVJR1ZEQYQGIPTg,0.45454545454545453,0.0,0.0,0.039214946623473135,0.00024751155131949294,0.0,0.0,3.271118909768188e-05,5,0,0,764,Authority,0.22840961719548228
UCCfID2-uoi0t78lfF8QS4hg,0.45454545454545453,0.0,0.0,0.034960668405557754,0.0001632482381787105,0.0,0.0,2.2455294472129204e-05,5,0,1,680,Authority,0.2280531696443459
UCTj-gjadkhFchYclNve5IfQ,0.45454545454545453,0.0,0.0,0.03449291796155879,0.00023341835552380462,0.0,0.0,2.2236555065584094e-05,5,0,0,680,Authority,0.2280455672723787
UCeY5qDB6fYlkVUKvpPurrOQ,0.45454545454545453,0.0,0.0,0.034421953819134626,0.000179823143673611,0.0,0.0,2.2165032849667626e-05,5,0,0,206,Authority,0.22804308149033373
UCyX5NCumDdDB24u5dHVFJnw,0.45454545454545453,0.0,0.0,0.040442378418485525,0.00024248483837157573,0.0,0.0,1.1434903158205219e-05,5,0,0,765,Authority,0.22767015171759913
UCTYpD2cWwehu8dd7V9lINqw,0.45454545454545453,0.010135135135135136,0.0,0.03518724726856643,0.00016771450583289333,0.0,7.276079493244941e-19,1.137406271193848e-05,5,3,3,680,Authority,0.2276680371845551
UCu8mN3kWae15Kfs-OWPWiqA,0.45454545454545453,0.0,0.0,0.0365415379247322,0.00024235089083217022,0.0,0.0,1.1193740335871981e-05,5,0,0,180,Authority,0.22766177001121618
UCpkEm9En28qJDKy0nckREyQ,0.45454545454545453,0.0,0.0,0.03511565648428369,0.00022448582021543901,0.0,0.0,1.1154177199104423e-05,5,0,0,680,Authority,0.22766039497922425
UCnOc3B-akjQ3pZlpHrGjKnA,0.45454545454545453,0.0,0.0,0.03534044633633629,0.000269148496757267,0.0,0.0,1.1044878935550394e-05,5,0,0,764,Authority,0.22765659627615545
UCwc2TdoL2RFhgYZcWiu_K6A,0.45454545454545453,0.0,0.0,0.03441039555552274,0.0002780810320656326,0.0,0.0,1.1009005866822313e-05,5,0,0,273,Authority,0.2276553494938935
UCOR4WYEqHXBi9bmBtqsXDow,0.45454545454545453,0.0,0.0,0.03908035437650535,0.00014680755934414285,0.0,0.0,6.806935499895134e-07,5,0,0,764,Authority,0.22729638503812244
UCRXDjsKbCk4jvF6yWFjlE5g,0.45454545454545453,0.04391891891891892,0.0,0.04072868369567933,0.00018492600341192008,0.0,3.20724790031029e-05,3.5656193354904774e-07,5,13,13,764,Authority,0.22728511971947943
UC-LSOtO5GQO6vxCqiBPsQTg,0.45454545454545453,0.0,0.0,0.03889494611017788,0.00022958867995374806,0.0,0.0,3.561957033083767e-07,5,0,0,764,Authority,0.22728510699100696
UC80Xp2uypCXsvErufxlXo2w,0.45454545454545453,0.0,0.0,0.039089671201560545,0.00019904549274233935,0.0,0.0,3.4256142332418936e-07,5,0,0,764,Authority,0.22728463312637698
UC9oqiTymwJUhDG2X3cQg-jw,0.45454545454545453,0.0,0.0,0.03572700893843767,0.00016940185248051783,0.0,0.0,3.119553808364504e-07,5,0,0,680,Authority,0.22728356940163202
UCAGbaAyOOBI51eWmjOhI75Q,0.45454545454545453,0.0,0.0,0.03563848348592981,0.00025128342614053577,0.0,0.0,2.406149845031266e-07,5,0,0,690,Authority,0.22728108993879642
UCLZ51qCbqzd0Zmqrcjg8gsA,0.45454545454545453,0.0,0.0,0.040224108829592,0.00023061026420793978,0.0,0.0,1.7870592285829753e-07,5,0,0,281,Authority,0.22727893826561507
UC2T-dq55faXbUbZAjJUGJHA,0.45454545454545453,0.0,0.0,0.0390078352814545,0.0002645506591621324,0.0,0.0,1.7868006619197534e-07,5,0,0,200,Authority,0.22727893736695673
UC27EBwEIyzRVcoXZVgQ0gBg,0.45454545454545453,0.0,0.0,0.038900482757311,0.0002538348560096903,0.0,0.0,1.7867630807629862e-07,5,0,0,764,Authority,0.22727893723634196
UCzz2ZUUnB_lELBc05u3FXNg,0.45454545454545453,0.0,0.0,0.0370484973726339,0.00015629765398553964,0.0,0.0,1.6829458618740857e-07,5,0,0,764,Authority,0.22727857641561602
UCV9k7NwzUFakXOfeu5g2wog,0.45454545454545453,0.0,0.0,0.0318003015500215,0.00017714338308110137,0.0,0.0,1.0943383943258653e-07,5,0,0,680,Authority,0.2272765306877878
UC9jR1DegBYPiOdWeDgNtxbA,0.45454545454545453,0.0,0.0,0.03516837930250431,0.0002602159614489014,0.0,0.0,1.0742497889628105e-07,5,0,0,764,Authority,0.2272764608690694
UCT2hQ2mQGdx7xy6p0_UhraQ,0.45454545454545453,0.0,0.0,0.0375387565699915,0.00030503554996500615,0.0,0.0,7.222516105804377e-08,5,0,0,680,Authority,0.22727523748590034
UCgXaFqPEB7RuG34hHAQqAgw,0.45454545454545453,0.0,0.0,0.03381429878780488,0.00026261716872303753,0.0,0.0,3.94050143436963e-08,5,0,0,680,Authority,0.2272740968091138
UCjIDyhswxwpy-Nqn-T_UPXA,0.45454545454545453,0.0,0.0,0.03645298684350064,0.00017088854704495665,0.0,0.0,3.917298495151982e-08,5,0,0,194,Authority,0.2272740887448433
UCKK5VQ_gv58fm_oX8kiqS8w,0.45454545454545453,0.0,0.0,0.033114984614869704,0.0002483059143710806,0.0,0.0,3.915027141034981e-08,5,0,0,680,Authority,0.22727408795542547
UC9Hw2ueuVkdGTvazFeVgQmw,0.45454545454545453,0.0,0.0,0.03674791788746181,0.0002226982824936215,0.0,0.0,3.865778471455861e-08,5,0,0,194,Authority,0.22727407083886147
UC3fnfFnWXiiaWwkaZTfzE5g,0.45454545454545453,0.0,0.0,0.03568502107209582,0.00022448582021543901,0.0,0.0,3.8122104592914244e-08,5,0,0,219,Authority,0.2272740522210934
UCoU7sQINtsiQ0TzyQvU5PMg,0.45454545454545453,0.0,0.0,0.034915999749162235,0.00029147983502818097,0.0,0.0,3.8119672316529186e-08,5,0,0,765,Authority,0.22727405213655869
UCmlE9BeaQ1nT2FVEt0-zItA,0.45454545454545453,0.0,0.0,0.036640342976997954,0.0002936652062603834,0.0,0.0,3.788170340756855e-08,5,0,0,219,Authority,0.227274043865858
UCEJwyDJI0ihBqgu6iAC3F7A,0.45454545454545453,0.0,0.0,0.03396841409199624,0.0002620024685105746,0.0,0.0,3.750330667051584e-08,5,0,0,261,Authority,0.22727403071453428
UCn_UdpRiC9PAlk3VDIwN3GQ,0.45454545454545453,0.0,0.0,0.03708704503903234,0.0001924933306142045,0.0,0.0,3.740626077260609e-08,5,0,0,180,Authority,0.22727402734166688
UCHLUBRDavPAKzDy9Wqj9iuA,0.45454545454545453,0.0,0.0,0.037403457084669536,0.0002574809656134276,0.0,0.0,3.7403466734835165e-08,5,0,0,180,Authority,0.22727402724455903
UCuJ-aZQ5MJqjEMZetmJiZvg,0.45454545454545453,0.0,0.0,0.03367263622254608,0.0002780810320656326,0.0,0.0,3.690204887916679e-08,5,0,0,765,Authority,0.22727400981758913
UCoa73wQ8iNBF25dRBu4QIvA,0.45454545454545453,0.0,0.0,0.0362458904927528,0.00019641213781771858,0.0,0.0,3.6481346683446856e-08,5,0,0,180,Authority,0.22727399519592298
UC8u5eSM-FthurcvlysGQuCw,0.45454545454545453,0.0,0.0,0.03331143285971026,0.0002602159614489014,0.0,0.0,3.6480184492720494e-08,5,0,0,180,Authority,0.2272739951555306
UCEcnSgwuiBG0EmRqL2o_-5A,0.45454545454545453,0.0,0.0,0.029990220917466733,0.0002780810320656326,0.0,0.0,3.622956619810814e-08,5,0,0,680,Authority,0.22727398644519564
UCbaJwMXlNNkZkjtEK_44v-w,0.45454545454545453,0.0,0.0,0.029463707964432317,0.0003048786379907294,0.0,0.0,3.575766207824364e-08,5,0,0,273,Authority,0.22727397004398697
UCRDy94kGWyv1kDfHP46TUDQ,0.45454545454545453,0.0,0.0,0.03479448578687417,0.00022150830844598382,0.0,0.0,4.1408117385562425e-09,5,0,0,266,Authority,0.22727287118822745
UCDMRQP_8Rb4DJIzhPwn0brg,0.45454545454545453,0.0033783783783783786,0.0,0.03488628400469486,0.00022150830844598382,0.0,4.307312768918087e-20,4.105733487252992e-09,5,1,1,266,Authority,0.22727286996906937
UCj-7i88rc46q336rbI6ZvRA,0.45454545454545453,0.0033783783783783786,0.0,0.04218414027169875,0.00017841505929002633,0.0,1.6978589808778684e-15,3.313816059324348e-09,5,1,1,206,Authority,0.22727284244567544
UCzmOe8QlHHZCHrZXDuS9Xyw,0.45454545454545453,0.0,0.0,0.029126644903909094,0.00022448582021543901,0.0,0.0,2.3370159501314165e-09,5,0,0,261,Authority,0.22727280849661302
UCdHZ3mhQk3ki5aUNxUf9jHw,0.45454545454545453,0.0,0.0,0.029123540820970847,0.0002959461026823638,0.0,0.0,2.3217856880227866e-09,5,0,0,261,Authority,0.22727280796727942
UCudXMbEpLtDKWYNm_8pO0ZA,0.45454545454545453,0.0,0.0,0.0307051563337202,0.0001887556789819766,0.0,0.0,2.04655680925173e-09,5,0,0,680,Authority,0.22727279840159417
